COMPLETE ERROR ANALYSIS: eu_fr_5.conllu vs. gold_file_eu.conllu
================================================================================

GENERAL STATISTICS:
Analyzed tokens: 582
UPOS errors: 150 (25.77%)
HEAD errors: 366 (62.89%)
DEPREL errors: 355 (61.00%)

================================================================================

COMPLETE WORD ERROR STATISTICS:
==================================================

ALL ERROR-CAUSING WORDS (sorted by frequency):
'ez': 7 total errors (0.80%)
'daude': 1 total errors (0.11%)
'duzula': 1 total errors (0.11%)
'dizute': 1 total errors (0.11%)
'badaezpada': 1 total errors (0.11%)
'aurretik': 1 total errors (0.11%)
'herrian': 1 total errors (0.11%)
'euskaldunak': 1 total errors (0.11%)
'hasieran': 1 total errors (0.11%)
'horixka': 1 total errors (0.11%)
'zahartu': 1 total errors (0.11%)
'ahala': 1 total errors (0.11%)
'marroi-zikin': 1 total errors (0.11%)
'gaixotu': 1 total errors (0.11%)
'zenean': 1 total errors (0.11%)
'argaldu': 1 total errors (0.11%)
'zen': 1 total errors (0.11%)
'golarekin': 1 total errors (0.11%)
'lan': 1 total errors (0.11%)
'baliagarria': 1 total errors (0.11%)
'matematikoak': 1 total errors (0.11%)
'zituztela': 1 total errors (0.11%)
'gazte': 1 total errors (0.11%)
'palestinarrak': 1 total errors (0.11%)
'genuen': 1 total errors (0.11%)
'horretantxe': 1 total errors (0.11%)
'milaka': 1 total errors (0.11%)
'lehorretan': 1 total errors (0.11%)
'asko': 1 total errors (0.11%)
'nuela': 1 total errors (0.11%)
'marka': 1 total errors (0.11%)
'onena': 1 total errors (0.11%)
'egin': 1 total errors (0.11%)
'ziabogan': 1 total errors (0.11%)
'zein': 1 total errors (0.11%)
'helmugan': 1 total errors (0.11%)
'itzulian': 1 total errors (0.11%)
'nekatuta': 1 total errors (0.11%)
'bestalde': 1 total errors (0.11%)
'kontuan': 1 total errors (0.11%)
'duela': 1 total errors (0.11%)
'baititu': 1 total errors (0.11%)
'itsasoan': 1 total errors (0.11%)
'denboraldi-aurreko': 1 total errors (0.11%)
'adiskidantzazko': 1 total errors (0.11%)
'gaituzte': 1 total errors (0.11%)
'udalekuetara': 1 total errors (0.11%)

--------------------------------------------------

ALL UPOS ERRORS WITH ALL OCCURRENCES AND WORD STATISTICS:
==================================================

ERROR: AUX → VERB
Occurrences: 28 (18.67%)
All error-causing words for this error:
  'daitezke': 2 times (7.1%)
  'ziren': 2 times (7.1%)
  'dira': 2 times (7.1%)
  'izan': 1 times (3.6%)
  'dakizuke': 1 times (3.6%)
  'nintzela': 1 times (3.6%)
  'liteke': 1 times (3.6%)
  'zutela': 1 times (3.6%)
  'zuten': 1 times (3.6%)
  'du': 1 times (3.6%)
  'zaizkie': 1 times (3.6%)
  'dute': 1 times (3.6%)
  'zirela': 1 times (3.6%)
  'zituzten': 1 times (3.6%)
  'gintuzten': 1 times (3.6%)
  'daude': 1 times (3.6%)
  'duzula': 1 times (3.6%)
  'dizute': 1 times (3.6%)
  'zenean': 1 times (3.6%)
  'zen': 1 times (3.6%)
  'zituztela': 1 times (3.6%)
  'nuela': 1 times (3.6%)
  'duela': 1 times (3.6%)
  'baititu': 1 times (3.6%)
  'gaituzte': 1 times (3.6%)

All lines: 12, 82, 83, 94, 96, 109, 111, 117, 162, 223, 291, 299, 346, 375, 390, 439, 446, 449, 465, 501, 503, 524, 538, 549, 629, 673, 678, 720
All occurrences:
  1. Line 12: 'daitezke' in sentence 1
     Gold UPOS: AUX → System UPOS: VERB
     Context: izan daitezke .
     Full sentence: Atenasen ordea , beste bost jarduera gehiago izan daitezke .

  2. Line 82: 'izan' in sentence 7
     Gold UPOS: AUX → System UPOS: VERB
     Context: baliagarria izan dakizuke
     Full sentence: Hurrengo orrialdeko mapa baliagarria izan dakizuke .

  3. Line 83: 'dakizuke' in sentence 7
     Gold UPOS: AUX → System UPOS: VERB
     Context: izan dakizuke .
     Full sentence: Hurrengo orrialdeko mapa baliagarria izan dakizuke .

  4. Line 94: 'nintzela' in sentence 8
     Gold UPOS: AUX → System UPOS: VERB
     Context: hasi nintzela esan
     Full sentence: Beraz , idazten ere lehenago hasi nintzela esan liteke .

  5. Line 96: 'liteke' in sentence 8
     Gold UPOS: AUX → System UPOS: VERB
     Context: esan liteke .
     Full sentence: Beraz , idazten ere lehenago hasi nintzela esan liteke .

  6. Line 109: 'zutela' in sentence 9
     Gold UPOS: AUX → System UPOS: VERB
     Context: sinatuko zutela iragarri
     Full sentence: Egun berean , EAJk eta EAk hitzarmena sinatuko zutela iragarri zuten , baina gero iritzia aldatu du EAJk .

  7. Line 111: 'zuten' in sentence 9
     Gold UPOS: AUX → System UPOS: VERB
     Context: iragarri zuten ,
     Full sentence: Egun berean , EAJk eta EAk hitzarmena sinatuko zutela iragarri zuten , baina gero iritzia aldatu du EAJk .

  8. Line 117: 'du' in sentence 9
     Gold UPOS: AUX → System UPOS: VERB
     Context: aldatu du EAJk
     Full sentence: Egun berean , EAJk eta EAk hitzarmena sinatuko zutela iragarri zuten , baina gero iritzia aldatu du EAJk .

  9. Line 162: 'zaizkie' in sentence 12
     Gold UPOS: AUX → System UPOS: VERB
     Context: batuko zaizkie batasunerako
     Full sentence: Bi elkarte horiei Guayana eta Surinam estatu txiki eta behartsuak batuko zaizkie batasunerako bidean .

  10. Line 223: 'ziren' in sentence 16
     Gold UPOS: AUX → System UPOS: VERB
     Context: ez ziren egoten
     Full sentence: Lehenago ez ziren egoten itsasontzietan .

  11. Line 291: 'dute' in sentence 21
     Gold UPOS: AUX → System UPOS: VERB
     Context: egin dute beraiek
     Full sentence: Halaber , onartu egin dute beraiek erabakitako datak " nabarmen estuegiak " zirela .

  12. Line 299: 'zirela' in sentence 21
     Gold UPOS: AUX → System UPOS: VERB
     Context: " zirela .
     Full sentence: Halaber , onartu egin dute beraiek erabakitako datak " nabarmen estuegiak " zirela .

  13. Line 346: 'dira' in sentence 24
     Gold UPOS: AUX → System UPOS: VERB
     Context: saltzen dira .
     Full sentence: Hauek CD-ROMetan saltzen dira .

  14. Line 375: 'zituzten' in sentence 26
     Gold UPOS: AUX → System UPOS: VERB
     Context: erre zituzten ,
     Full sentence: Batzuk han bertan erre zituzten , beste batzuk galeretara bidali eta gainontzekoak , ni barne nintzelarik , libre utzi gintuzten .

  15. Line 390: 'gintuzten' in sentence 26
     Gold UPOS: AUX → System UPOS: VERB
     Context: utzi gintuzten .
     Full sentence: Batzuk han bertan erre zituzten , beste batzuk galeretara bidali eta gainontzekoak , ni barne nintzelarik , libre utzi gintuzten .

  16. Line 439: 'daude' in sentence 29
     Gold UPOS: AUX → System UPOS: VERB
     Context: hartuta daude oraindik
     Full sentence: Peiremans , De Paula , Corino , Alvarez eta Aldeondo ere min hartuta daude oraindik .

  17. Line 446: 'duzula' in sentence 30
     Gold UPOS: AUX → System UPOS: VERB
     Context: Ez duzula asmatu
     Full sentence: Ez duzula asmatu esango dizute , baina badaezpada galdetu egiten du aurretik .

  18. Line 449: 'dizute' in sentence 30
     Gold UPOS: AUX → System UPOS: VERB
     Context: esango dizute ,
     Full sentence: Ez duzula asmatu esango dizute , baina badaezpada galdetu egiten du aurretik .

  19. Line 465: 'dira' in sentence 31
     Gold UPOS: AUX → System UPOS: VERB
     Context: jaio dira eta
     Full sentence: - Euskal Herrian jaio dira eta guraso euskaldunak dituzte .

  20. Line 501: 'zenean' in sentence 34
     Gold UPOS: AUX → System UPOS: VERB
     Context: Gaixotu zenean argaldu
     Full sentence: Gaixotu zenean argaldu zen .

  21. Line 503: 'zen' in sentence 34
     Gold UPOS: AUX → System UPOS: VERB
     Context: argaldu zen .
     Full sentence: Gaixotu zenean argaldu zen .

  22. Line 524: 'daitezke' in sentence 36
     Gold UPOS: AUX → System UPOS: VERB
     Context: egin daitezke eragiketa
     Full sentence: Zirkuitu digitalekin egin daitezke eragiketa matematikoak ere .

  23. Line 538: 'ziren' in sentence 37
     Gold UPOS: AUX → System UPOS: VERB
     Context: sailkatu ziren .
     Full sentence: Azkenean , Koxtape eta Hondarribia sailkatu ziren .

  24. Line 549: 'zituztela' in sentence 38
     Gold UPOS: AUX → System UPOS: VERB
     Context: prestatu zituztela penaltiak
     Full sentence: Rijkaard-ek esana zuen arreta bereziz prestatu zituztela penaltiak , " gure istoria ez errepikatzeko " .

  25. Line 629: 'nuela' in sentence 43
     Gold UPOS: AUX → System UPOS: VERB
     Context: ez nuela nire
     Full sentence: Denbora asko iragan zen , ez nuela nire aurpegia ikusten .

  26. Line 673: 'duela' in sentence 46
     Gold UPOS: AUX → System UPOS: VERB
     Context: aldatuko duela ,
     Full sentence: Bestalde , kontuan izan behar dugu erasoan Athleticek bere jokoa aldatuko duela , Urzaizen ordezkoak ez baititu bere jokatzeko ezaugarri berak izango .

  27. Line 678: 'baititu' in sentence 46
     Gold UPOS: AUX → System UPOS: VERB
     Context: ez baititu bere
     Full sentence: Bestalde , kontuan izan behar dugu erasoan Athleticek bere jokoa aldatuko duela , Urzaizen ordezkoak ez baititu bere jokatzeko ezaugarri berak izango .

  28. Line 720: 'gaituzte' in sentence 49
     Gold UPOS: AUX → System UPOS: VERB
     Context: egingo gaituzte ,
     Full sentence: " Ruandan hil egingo gaituzte , abereak bagina bezala " .

--------------------------------------------------

ERROR: ADJ → NOUN
Occurrences: 14 (9.33%)
All error-causing words for this error:
  'apurrak': 1 times (7.1%)
  'itzela': 1 times (7.1%)
  'behartsuak': 1 times (7.1%)
  'azkarra': 1 times (7.1%)
  'indartsua': 1 times (7.1%)
  'estuegiak': 1 times (7.1%)
  'komenigarria': 1 times (7.1%)
  'gainontzekoak': 1 times (7.1%)
  'euskaldunak': 1 times (7.1%)
  'horixka': 1 times (7.1%)
  'marroi-zikin': 1 times (7.1%)
  'matematikoak': 1 times (7.1%)
  'palestinarrak': 1 times (7.1%)
  'lehorretan': 1 times (7.1%)

All lines: 58, 70, 160, 233, 235, 297, 314, 382, 468, 477, 482, 526, 565, 618
All occurrences:
  1. Line 58: 'apurrak' in sentence 5
     Gold UPOS: ADJ → System UPOS: NOUN
     Context: aukera apurrak ondo
     Full sentence: Aurten izan ditudan aukera apurrak ondo baliatu ditudala uste dut .

  2. Line 70: 'itzela' in sentence 6
     Gold UPOS: ADJ → System UPOS: NOUN
     Context: presio itzela pairatu
     Full sentence: Athleticek presio itzela pairatu beharko du .

  3. Line 160: 'behartsuak' in sentence 12
     Gold UPOS: ADJ → System UPOS: NOUN
     Context: eta behartsuak batuko
     Full sentence: Bi elkarte horiei Guayana eta Surinam estatu txiki eta behartsuak batuko zaizkie batasunerako bidean .

  4. Line 233: 'azkarra' in sentence 17
     Gold UPOS: ADJ → System UPOS: NOUN
     Context: , azkarra eta
     Full sentence: Aurrelari langilea , azkarra eta indartsua dela erakutsi du denboraldi-aurrean .

  5. Line 235: 'indartsua' in sentence 17
     Gold UPOS: ADJ → System UPOS: NOUN
     Context: eta indartsua dela
     Full sentence: Aurrelari langilea , azkarra eta indartsua dela erakutsi du denboraldi-aurrean .

  6. Line 297: 'estuegiak' in sentence 21
     Gold UPOS: ADJ → System UPOS: NOUN
     Context: nabarmen estuegiak "
     Full sentence: Halaber , onartu egin dute beraiek erabakitako datak " nabarmen estuegiak " zirela .

  7. Line 314: 'komenigarria' in sentence 22
     Gold UPOS: ADJ → System UPOS: NOUN
     Context: eta komenigarria izango
     Full sentence: Ondorioz , forma musikalen aniztasuna egunetik egunera txikiagoa da eta komenigarria izango litzateke atzera begiratzea , lehen zegoena ezagutzeko .

  8. Line 382: 'gainontzekoak' in sentence 26
     Gold UPOS: ADJ → System UPOS: NOUN
     Context: eta gainontzekoak ,
     Full sentence: Batzuk han bertan erre zituzten , beste batzuk galeretara bidali eta gainontzekoak , ni barne nintzelarik , libre utzi gintuzten .

  9. Line 468: 'euskaldunak' in sentence 31
     Gold UPOS: ADJ → System UPOS: NOUN
     Context: guraso euskaldunak dituzte
     Full sentence: - Euskal Herrian jaio dira eta guraso euskaldunak dituzte .

  10. Line 477: 'horixka' in sentence 32
     Gold UPOS: ADJ → System UPOS: NOUN
     Context: kolorea horixka da
     Full sentence: hasieran bere kolorea horixka da baina zahartu ahala marroi-zikin bihurtzen da .

  11. Line 482: 'marroi-zikin' in sentence 32
     Gold UPOS: ADJ → System UPOS: NOUN
     Context: ahala marroi-zikin bihurtzen
     Full sentence: hasieran bere kolorea horixka da baina zahartu ahala marroi-zikin bihurtzen da .

  12. Line 526: 'matematikoak' in sentence 36
     Gold UPOS: ADJ → System UPOS: NOUN
     Context: eragiketa matematikoak ere
     Full sentence: Zirkuitu digitalekin egin daitezke eragiketa matematikoak ere .

  13. Line 565: 'palestinarrak' in sentence 39
     Gold UPOS: ADJ → System UPOS: NOUN
     Context: gazte palestinarrak galdu
     Full sentence: Gutxienez bost gazte palestinarrak galdu zuten bizia Gaza eta Zisjordanian .

  14. Line 618: 'lehorretan' in sentence 42
     Gold UPOS: ADJ → System UPOS: NOUN
     Context: eta lehorretan .
     Full sentence: Honela momifikatu eta hilobian sartutako gorpua ez da hondatzen ; usteldu gabe , bere horretantxe irauten du milaka urtez Egiptoko hondar bero eta lehorretan .

--------------------------------------------------

ERROR: NOUN → VERB
Occurrences: 9 (6.00%)
All error-causing words for this error:
  'nahi': 2 times (22.2%)
  'behar': 2 times (22.2%)
  'antza': 1 times (11.1%)
  'esanak': 1 times (11.1%)
  'itzulian': 1 times (11.1%)
  'kontuan': 1 times (11.1%)
  'udalekuetara': 1 times (11.1%)

All lines: 216, 359, 365, 414, 589, 649, 664, 666, 730
All occurrences:
  1. Line 216: 'antza' in sentence 15
     Gold UPOS: NOUN → System UPOS: VERB
     Context: badute antza :
     Full sentence: Halere , badute antza :

  2. Line 359: 'nahi' in sentence 25
     Gold UPOS: NOUN → System UPOS: VERB
     Context: irabazi nahi dituen
     Full sentence: Jokalari gaztea da , eta partiduen %70 irabazi nahi dituen talde batean jokatzera ohitu behar du .

  3. Line 365: 'behar' in sentence 25
     Gold UPOS: NOUN → System UPOS: VERB
     Context: ohitu behar du
     Full sentence: Jokalari gaztea da , eta partiduen %70 irabazi nahi dituen talde batean jokatzera ohitu behar du .

  4. Line 414: 'esanak' in sentence 28
     Gold UPOS: NOUN → System UPOS: VERB
     Context: Baraken esanak jakinarazi
     Full sentence: Baraken esanak jakinarazi behar zizkion Israelgo ordezkariak PANeko lehendakariari .

  5. Line 589: 'nahi' in sentence 41
     Gold UPOS: NOUN → System UPOS: VERB
     Context: jokatu nahi genuen
     Full sentence: " Egun horretan jokatu nahi genuen .

  6. Line 649: 'itzulian' in sentence 45
     Gold UPOS: NOUN → System UPOS: VERB
     Context: Suitzako itzulian nekatuta
     Full sentence: Suitzako itzulian nekatuta nenbilen eta erretiratu egin behar izan nuen .

  7. Line 664: 'kontuan' in sentence 46
     Gold UPOS: NOUN → System UPOS: VERB
     Context: , kontuan izan
     Full sentence: Bestalde , kontuan izan behar dugu erasoan Athleticek bere jokoa aldatuko duela , Urzaizen ordezkoak ez baititu bere jokatzeko ezaugarri berak izango .

  8. Line 666: 'behar' in sentence 46
     Gold UPOS: NOUN → System UPOS: VERB
     Context: izan behar dugu
     Full sentence: Bestalde , kontuan izan behar dugu erasoan Athleticek bere jokoa aldatuko duela , Urzaizen ordezkoak ez baititu bere jokatzeko ezaugarri berak izango .

  9. Line 730: 'Udalekuetara' in sentence 50
     Gold UPOS: NOUN → System UPOS: VERB
     Context: START Udalekuetara goaz
     Full sentence: Udalekuetara goaz !

--------------------------------------------------

ERROR: CCONJ → ADV
Occurrences: 8 (5.33%)
All error-causing words for this error:
  'ere': 4 times (50.0%)
  'beraz': 1 times (12.5%)
  'ordea': 1 times (12.5%)
  'halaber': 1 times (12.5%)
  'bestalde': 1 times (12.5%)

All lines: 88, 91, 143, 197, 287, 436, 527, 662
All occurrences:
  1. Line 88: 'Beraz' in sentence 8
     Gold UPOS: CCONJ → System UPOS: ADV
     Context: START Beraz ,
     Full sentence: Beraz , idazten ere lehenago hasi nintzela esan liteke .

  2. Line 91: 'ere' in sentence 8
     Gold UPOS: CCONJ → System UPOS: ADV
     Context: idazten ere lehenago
     Full sentence: Beraz , idazten ere lehenago hasi nintzela esan liteke .

  3. Line 143: 'ere' in sentence 11
     Gold UPOS: CCONJ → System UPOS: ADV
     Context: zerrandaz ere aritu
     Full sentence: Azkenik , Alavesek atzo emandako UEFAko zerrandaz ere aritu zen Mane .

  4. Line 197: 'ordea' in sentence 14
     Gold UPOS: CCONJ → System UPOS: ADV
     Context: , ordea ,
     Full sentence: Askok , ordea , errezeloz hartu dute egitasmoa EEBBek Kolonbian hartuko duten pisu militarragatik .

  5. Line 287: 'Halaber' in sentence 21
     Gold UPOS: CCONJ → System UPOS: ADV
     Context: START Halaber ,
     Full sentence: Halaber , onartu egin dute beraiek erabakitako datak " nabarmen estuegiak " zirela .

  6. Line 436: 'ere' in sentence 29
     Gold UPOS: CCONJ → System UPOS: ADV
     Context: Aldeondo ere min
     Full sentence: Peiremans , De Paula , Corino , Alvarez eta Aldeondo ere min hartuta daude oraindik .

  7. Line 527: 'ere' in sentence 36
     Gold UPOS: CCONJ → System UPOS: ADV
     Context: matematikoak ere .
     Full sentence: Zirkuitu digitalekin egin daitezke eragiketa matematikoak ere .

  8. Line 662: 'Bestalde' in sentence 46
     Gold UPOS: CCONJ → System UPOS: ADV
     Context: START Bestalde ,
     Full sentence: Bestalde , kontuan izan behar dugu erasoan Athleticek bere jokoa aldatuko duela , Urzaizen ordezkoak ez baititu bere jokatzeko ezaugarri berak izango .

--------------------------------------------------

ERROR: VERB → NOUN
Occurrences: 8 (5.33%)
All error-causing words for this error:
  'begiratzea': 1 times (12.5%)
  'zegoena': 1 times (12.5%)
  'ezagutzeko': 1 times (12.5%)
  'asmatu': 1 times (12.5%)
  'zahartu': 1 times (12.5%)
  'gaixotu': 1 times (12.5%)
  'argaldu': 1 times (12.5%)
  'nekatuta': 1 times (12.5%)

All lines: 318, 321, 322, 447, 480, 500, 502, 650
All occurrences:
  1. Line 318: 'begiratzea' in sentence 22
     Gold UPOS: VERB → System UPOS: NOUN
     Context: atzera begiratzea ,
     Full sentence: Ondorioz , forma musikalen aniztasuna egunetik egunera txikiagoa da eta komenigarria izango litzateke atzera begiratzea , lehen zegoena ezagutzeko .

  2. Line 321: 'zegoena' in sentence 22
     Gold UPOS: VERB → System UPOS: NOUN
     Context: lehen zegoena ezagutzeko
     Full sentence: Ondorioz , forma musikalen aniztasuna egunetik egunera txikiagoa da eta komenigarria izango litzateke atzera begiratzea , lehen zegoena ezagutzeko .

  3. Line 322: 'ezagutzeko' in sentence 22
     Gold UPOS: VERB → System UPOS: NOUN
     Context: zegoena ezagutzeko .
     Full sentence: Ondorioz , forma musikalen aniztasuna egunetik egunera txikiagoa da eta komenigarria izango litzateke atzera begiratzea , lehen zegoena ezagutzeko .

  4. Line 447: 'asmatu' in sentence 30
     Gold UPOS: VERB → System UPOS: NOUN
     Context: duzula asmatu esango
     Full sentence: Ez duzula asmatu esango dizute , baina badaezpada galdetu egiten du aurretik .

  5. Line 480: 'zahartu' in sentence 32
     Gold UPOS: VERB → System UPOS: NOUN
     Context: baina zahartu ahala
     Full sentence: hasieran bere kolorea horixka da baina zahartu ahala marroi-zikin bihurtzen da .

  6. Line 500: 'Gaixotu' in sentence 34
     Gold UPOS: VERB → System UPOS: NOUN
     Context: START Gaixotu zenean
     Full sentence: Gaixotu zenean argaldu zen .

  7. Line 502: 'argaldu' in sentence 34
     Gold UPOS: VERB → System UPOS: NOUN
     Context: zenean argaldu zen
     Full sentence: Gaixotu zenean argaldu zen .

  8. Line 650: 'nekatuta' in sentence 45
     Gold UPOS: VERB → System UPOS: NOUN
     Context: itzulian nekatuta nenbilen
     Full sentence: Suitzako itzulian nekatuta nenbilen eta erretiratu egin behar izan nuen .

--------------------------------------------------

ERROR: NOUN → ADJ
Occurrences: 6 (4.00%)
All error-causing words for this error:
  'txikikoa': 1 times (16.7%)
  'barne': 1 times (16.7%)
  'euskal': 1 times (16.7%)
  'min': 1 times (16.7%)
  'gazte': 1 times (16.7%)
  'adiskidantzazko': 1 times (16.7%)

All lines: 19, 385, 398, 437, 564, 701
All occurrences:
  1. Line 19: 'txikikoa' in sentence 2
     Gold UPOS: NOUN → System UPOS: ADJ
     Context: adin txikikoa aske
     Full sentence: O.G.M. adin txikikoa aske irten da Langraiztik .

  2. Line 385: 'barne' in sentence 26
     Gold UPOS: NOUN → System UPOS: ADJ
     Context: ni barne nintzelarik
     Full sentence: Batzuk han bertan erre zituzten , beste batzuk galeretara bidali eta gainontzekoak , ni barne nintzelarik , libre utzi gintuzten .

  3. Line 398: 'euskal' in sentence 27
     Gold UPOS: NOUN → System UPOS: ADJ
     Context: Gamesa euskal enpresaren
     Full sentence: ATZOKOAN estrainekoz Gamesa euskal enpresaren akzioak kotizatu zuten burtsan eta estreinaldi ona izan zuten .

  4. Line 437: 'min' in sentence 29
     Gold UPOS: NOUN → System UPOS: ADJ
     Context: ere min hartuta
     Full sentence: Peiremans , De Paula , Corino , Alvarez eta Aldeondo ere min hartuta daude oraindik .

  5. Line 564: 'gazte' in sentence 39
     Gold UPOS: NOUN → System UPOS: ADJ
     Context: bost gazte palestinarrak
     Full sentence: Gutxienez bost gazte palestinarrak galdu zuten bizia Gaza eta Zisjordanian .

  6. Line 701: 'adiskidantzazko' in sentence 48
     Gold UPOS: NOUN → System UPOS: ADJ
     Context: , adiskidantzazko partidua
     Full sentence: DENBORALDI-AURREKO prestakuntzarekin jarraituz , adiskidantzazko partidua du gaur Casillan ( 19:00 ) Bilbo Basket taldeak .

--------------------------------------------------

ERROR: ADV → ADJ
Occurrences: 5 (3.33%)
All error-causing words for this error:
  'zeharo': 1 times (20.0%)
  'ondo': 1 times (20.0%)
  'dezente': 1 times (20.0%)
  'lehen': 1 times (20.0%)
  'libre': 1 times (20.0%)

All lines: 37, 59, 257, 320, 388
All occurrences:
  1. Line 37: 'zeharo' in sentence 3
     Gold UPOS: ADV → System UPOS: ADJ
     Context: , zeharo aldatu
     Full sentence: Gure etxea , egun batean , ordu batzuetan , zeharo aldatu zen .

  2. Line 59: 'ondo' in sentence 5
     Gold UPOS: ADV → System UPOS: ADJ
     Context: apurrak ondo baliatu
     Full sentence: Aurten izan ditudan aukera apurrak ondo baliatu ditudala uste dut .

  3. Line 257: 'dezente' in sentence 19
     Gold UPOS: ADV → System UPOS: ADJ
     Context: egitean dezente zabaldu
     Full sentence: Diskoa egitean dezente zabaldu da taldea .

  4. Line 320: 'lehen' in sentence 22
     Gold UPOS: ADV → System UPOS: ADJ
     Context: , lehen zegoena
     Full sentence: Ondorioz , forma musikalen aniztasuna egunetik egunera txikiagoa da eta komenigarria izango litzateke atzera begiratzea , lehen zegoena ezagutzeko .

  5. Line 388: 'libre' in sentence 26
     Gold UPOS: ADV → System UPOS: ADJ
     Context: , libre utzi
     Full sentence: Batzuk han bertan erre zituzten , beste batzuk galeretara bidali eta gainontzekoak , ni barne nintzelarik , libre utzi gintuzten .

--------------------------------------------------

ERROR: NOUN → ADV
Occurrences: 5 (3.33%)
All error-causing words for this error:
  'uste': 1 times (20.0%)
  'atzokoan': 1 times (20.0%)
  'burtsan': 1 times (20.0%)
  'aurretik': 1 times (20.0%)
  'hasieran': 1 times (20.0%)

All lines: 62, 395, 403, 456, 474
All occurrences:
  1. Line 62: 'uste' in sentence 5
     Gold UPOS: NOUN → System UPOS: ADV
     Context: ditudala uste dut
     Full sentence: Aurten izan ditudan aukera apurrak ondo baliatu ditudala uste dut .

  2. Line 395: 'ATZOKOAN' in sentence 27
     Gold UPOS: NOUN → System UPOS: ADV
     Context: START ATZOKOAN estrainekoz
     Full sentence: ATZOKOAN estrainekoz Gamesa euskal enpresaren akzioak kotizatu zuten burtsan eta estreinaldi ona izan zuten .

  3. Line 403: 'burtsan' in sentence 27
     Gold UPOS: NOUN → System UPOS: ADV
     Context: zuten burtsan eta
     Full sentence: ATZOKOAN estrainekoz Gamesa euskal enpresaren akzioak kotizatu zuten burtsan eta estreinaldi ona izan zuten .

  4. Line 456: 'aurretik' in sentence 30
     Gold UPOS: NOUN → System UPOS: ADV
     Context: du aurretik .
     Full sentence: Ez duzula asmatu esango dizute , baina badaezpada galdetu egiten du aurretik .

  5. Line 474: 'hasieran' in sentence 32
     Gold UPOS: NOUN → System UPOS: ADV
     Context: START hasieran bere
